constituency	name	party
St Pancras South West	Richard Barnett	Coalition Conservative
Salford North	Ben Tillett	Labour
Salford South	Sir Anderson Montague-Barlow	Coalition Conservative
Salford West	Fred Astbury	Conservative
Salisbury	Hugh Morrison	Coalition Conservative
Scarborough and Whitby	Gervase Beckett	Coalition Conservative
Seaham	Evan Hayward	Liberal
Sedgefield	Rowland Burdon	Coalition Conservative
Sevenoaks	Thomas Jewell Bennett	Coalition Conservative
Sheffield Attercliffe	Thomas Worrall Casey	Coalition Liberal
Sheffield Brightside	Sir Tudor Walters	Coalition Liberal
Sheffield Central	James Hope	Coalition Conservative
Sheffield Ecclesall	Samuel Roberts	Coalition Conservative
Sheffield Hallam	Douglas Vickers	Coalition Conservative
Sheffield Hillsborough	Arthur Neal	Coalition Liberal
Sheffield Park	Henry Stephenson	Coalition Liberal
Shipley	Norman Rae	Coalition Liberal
Shoreditch	Christopher Addison	Coalition Liberal
Shrewsbury	George Butler Lloyd	Coalition Conservative
Skipton	Richard Roundell	Coalition Conservative
Sligo North	J. J. Clancy	Sinn Féin
Sligo South	Alexander McCabe	Sinn Féin
Smethwick	John Davison	Labour
Southampton 	Sir Ivor Philipps	Coalition Liberal
Southampton 	William Dudley Ward	Coalition Liberal
Southend-on-Sea	Hon. Rupert Guinness	Coalition Conservative
Southport	Godfrey Dalrymple-White	Coalition Conservative
South Molton	George Lambert	Liberal
South Shields	Havelock Wilson	Coalition Liberal
Southwark Central	James Daniel Gilbert	Coalition Liberal
Southwark North	Edward Strauss	Coalition Liberal
Southwark South East	James Dawes	Coalition Liberal
Sowerby	Robert Hewitt Barker	NADSS
Spelthorne	Philip Pilditch	Coalition Conservative
Spennymoor	Samuel Galbraith	Liberal
Spen Valley	Sir Thomas Whittaker	Coalition Liberal
Stafford	Hon. William Ormsby-Gore	Coalition Conservative
Stalybridge and Hyde	Sir John Wood, Bt	Conservative
Stepney Limehouse	Sir William Pearce	Coalition Liberal
Stepney Mile End	Sir Walter Preston	Coalition Conservative
Stirling and Falkirk Burghs	John Macdonald	Liberal
Stirlingshire East and Clackmannan	Ralph Glyn	Coalition Conservative
Stirlingshire West	Harry Hope	Coalition Conservative
Stockport 	George Wardle	Coalition Labour
Stockport 	Spencer Leigh Hughes	Coalition Liberal
Stockton on Tees	Bertrand Watson	Coalition Liberal
Stoke Newington	George Jones	Coalition Conservative
Stoke-on-Trent	John Ward	Coalition Liberal
Stone	Sir Smith Child, Bt	Coalition Conservative
Stourbridge	John William Wilson	Liberal
Streatham	William Lane-Mitchell	Coalition Conservative
Stretford	Thomas Robinson	Coalition Liberal
Stroud	Sir Ashton Lister	Coalition Liberal
Sudbury	Stephen Howard	Liberal
Sunderland 	Sir Hamar Greenwood, Bt	Coalition Liberal
Sunderland 	Ralph Hudson	Conservative
Surrey East	Sir Stuart Coats, Bt	Coalition Conservative
Swansea East	Jeremiah Williams	Coalition Liberal
Swansea West	Sir Alfred Mond, Bt	Coalition Liberal
Swindon	Sir Frederick William Young	Coalition Conservative
Tamworth	Henry Wilson-Fox	Coalition Conservative
Taunton	Dennis Boles	Coalition Conservative
Tavistock	Charles Williams	Coalition Conservative
Thirsk and Malton	Edmund Turton	Coalition Conservative
Thornbury	Athelstan Rendall	Coalition Liberal
Tipperary East	Pierce McCan	Sinn Féin
Tipperary Mid	Séamus Burke	Sinn Féin
Tipperary North	Joseph MacDonagh	Sinn Féin
Tipperary South	P. J. Moloney	Sinn Féin
Tiverton	Charles Carew	Coalition Conservative
Tonbridge	Herbert Spender-Clay	Coalition Conservative
Torquay	Charles Burn	Coalition Conservative
Totnes	Francis Mildmay	Coalition Conservative
Tottenham North	William Prescott	Coalition Conservative
Tottenham South	Patrick Malone	Conservative
Twickenham	William Joynson-Hicks	Coalition Conservative
Tynemouth	Charles Percy	Coalition Conservative
Tyrone North-East	Thomas Harbison	Irish Nationalist
Tyrone North-West	Arthur Griffith	Sinn Féin
Tyrone South	William Coote	Irish Unionist
University of Wales	Herbert Lewis	Coalition Liberal
Uxbridge	Hon. Sidney Peel	Coalition Conservative
Wakefield	Sir Edward Brotherton, Bt	Coalition Conservative
Wallasey	Bouverie McDonald	Coalition Conservative
Wallsend	Matthew Simm	Coalition NDP
Walsall	Sir Richard Cooper, Bt	National Party
Walthamstow East	Sir Stanley Johnson	Coalition Conservative
Walthamstow West	Charles Jesson	Coalition NDP
Wandsworth Central	Sir John Norton-Griffiths	Conservative
Wansbeck	Robert Mason	Coalition Liberal
Warrington	Harold Smith	Coalition Conservative
Warwick and Leamington	Ernest Pollock	Coalition Conservative
County Waterford	Cathal Brugha	Sinn Féin
Waterford City	William Redmond	Irish Nationalist
Waterloo	Albert Buckley	Coalition Conservative
Watford	Dennis Herbert	Coalition Conservative
Wednesbury	Alfred Short	Labour
Wellingborough	Walter Smith	Labour
Wells	Harry Greer	Coalition Conservative
Wentworth	George Harry Hirst	Labour
West Bromwich	Frederick Roberts	Labour
Westbury	George Palmer	Coalition Conservative
Western Isles	Donald Murray	Liberal
West Ham Plaistow	Will Thorne	Labour
West Ham Silvertown	Jack Jones	National Socialist Party
West Ham Stratford	Leonard Lyle	Coalition Conservative
West Ham Upton	Sir Ernest Wild	Coalition Conservative
Westhoughton	William Wilson	Labour
Westmeath	Laurence Ginnell	Sinn Féin
Westminster Abbey	William Burdett-Coutts	Coalition Conservative
Westminster St George's	Walter Long	Coalition Conservative
Westmorland	John Weston	Coalition Conservative
Weston-super-Mare	Sir Gilbert Wills, Bt	Coalition Conservative
Wexford North	Roger Sweetman	Sinn Féin
Wexford South	James Ryan	Sinn Féin
Whitechapel and St George's	James Kiley	Liberal
Whitehaven	James Augustus Grant	Coalition Conservative
Wicklow East	Seán Etchingham	Sinn Féin
Wicklow West	Robert Barton	Sinn Féin
Widnes	William Walker	Coalition Conservative
Wigan	John Parkinson	Labour
Willesden East	Harry Mallaby-Deeley	Coalition Conservative
Willesden West	Charles Pinkham	Coalition Conservative
Wimbledon	Joseph Hood	Coalition Conservative
Winchester	George Hennessy	Coalition Conservative
Windsor	Ernest Gardner	Coalition Conservative
Wirral	Gershom Stewart	Coalition Conservative
Wolverhampton Bilston	T. E. Hickman	Coalition Conservative
Wolverhampton East	George Thorne	Liberal
Wolverhampton West	Alfred Bird	Coalition Conservative
Woodbridge	Robert Francis Peel	Coalition Conservative
Wood Green	Godfrey Locker-Lampson	Coalition Conservative
Woolwich East	Will Crooks	Labour
Woolwich West	Sir Kingsley Wood	Coalition Conservative
Worcester	Sir Edward Goulding	Coalition Conservative
Workington	Thomas Cape	Labour
The Wrekin	Sir Charles Henry, Bt	Coalition Liberal
Wrexham	Sir Robert Thomas, Bt	Coalition Liberal
Wycombe	William Baring du Pré	Coalition Conservative
Yeovil	Hon. Aubrey Herbert	Coalition Conservative
York	Sir John Butcher	Coalition Conservative
